Likely to Change Occupation,Geographic Mobility,Professional Networks,Job Satisfaction,Work-Life Balance,Skills Gap,Salary,Job Security,Years of Experience,Age,Job Opportunities,Industry Growth Rate
0,0,6,5,9,2,196396,2,37,28,4,Low
1,0,4,2,9,8,74515,9,3,25,52,Medium
1,1,4,7,3,9,46407,7,26,31,10,Low
0,0,6,6,9,9,59662,10,26,35,74,Low
1,0,6,6,8,7,78701,3,28,28,27,Low
0,0,1,10,1,2,116609,9,5,20,29,High
1,0,1,1,8,4,138332,3,5,34,29,Medium
0,0,5,6,5,6,183986,9,30,41,6,Medium
1,0,8,3,9,10,116579,9,34,51,11,Medium
1,0,3,2,5,3,32664,3,3,57,83,Low
1,0,6,4,2,6,51572,2,25,47,16,Medium
1,0,9,2,2,9,86037,9,3,50,78,Low
1,0,10,3,6,10,88334,10,9,48,96,High
0,0,4,9,2,9,114871,3,39,45,77,High
0,0,7,10,6,8,76759,4,29,28,30,High
0,0,6,10,9,3,70497,7,31,38,26,Low
1,0,7,3,9,8,196094,9,3,39,23,Medium
1,0,10,9,1,6,159090,7,24,27,4,High
1,1,4,5,4,2,36638,10,3,47,9,High
0,1,7,7,8,5,123966,9,16,57,47,High
0,0,9,5,9,8,135894,3,19,38,92,Medium
0,0,2,9,7,6,161816,7,11,45,58,High
1,0,5,1,10,2,162657,2,17,42,44,Medium
0,0,4,5,7,5,72750,3,6,42,83,Medium
0,0,3,7,8,4,139875,10,16,54,45,Low
0,1,10,5,4,2,92755,6,34,40,67,High
0,0,5,8,2,4,175827,4,10,56,23,High
0,0,3,10,9,8,77168,10,25,40,75,High
1,0,3,4,3,1,151795,3,7,57,74,High
0,0,5,9,8,6,197962,10,4,24,13,Medium
0,0,1,8,6,7,89510,7,27,35,3,Low
1,0,6,4,5,6,134289,8,20,56,99,Medium
0,0,1,6,4,8,112594,9,29,30,64,Low
1,1,9,7,9,10,45950,4,6,20,25,Medium
1,1,1,1,5,10,66362,10,16,52,95,Low
1,0,4,4,2,5,86128,6,6,29,90,Medium
0,1,3,9,5,1,136138,8,4,29,63,Medium
1,0,5,8,9,1,36204,7,20,24,23,Low
1,0,6,3,2,10,133518,1,6,23,99,High
0,1,8,9,5,5,143286,8,28,38,51,High
1,1,6,3,10,5,96520,2,29,25,27,Medium
1,1,3,3,4,8,186150,4,15,26,91,Low
1,1,6,5,7,3,37479,8,15,57,8,Medium
0,1,10,7,10,2,133366,10,34,51,58,High
1,0,8,2,7,4,171410,4,28,21,25,High
0,1,6,9,4,9,97885,9,36,37,62,Low
0,0,1,7,5,4,178764,4,24,48,88,Medium
0,1,3,7,5,2,115453,3,8,24,92,High
1,1,10,2,5,6,129545,9,5,50,29,Low
1,0,5,5,3,8,30005,6,37,35,35,Medium
1,1,8,2,5,5,90818,7,38,42,93,Low
0,1,8,8,7,1,76896,8,38,42,36,Low
1,0,6,9,3,4,143593,10,1,21,72,Low
1,0,10,1,3,5,167726,1,30,24,48,Low
1,0,1,5,9,1,118277,8,10,51,25,Low
1,0,6,3,7,4,187857,10,20,39,86,Medium
1,0,5,2,3,9,105257,9,19,44,54,Low
1,0,2,3,5,9,88910,8,24,56,56,High
1,1,3,2,7,7,51738,3,20,56,3,Medium
1,0,8,3,6,3,149209,1,31,57,43,Low
0,0,7,5,4,5,107170,6,31,20,13,Low
0,0,8,8,3,6,154745,6,26,48,87,Low
0,1,10,5,7,8,168647,7,23,44,68,High
1,1,2,2,7,7,106057,10,3,50,32,Low
1,0,5,4,7,2,165547,3,30,55,47,Medium
0,0,10,9,7,4,80807,8,24,48,13,High
0,0,9,5,7,1,137219,5,18,54,54,Low
0,0,6,10,9,5,117848,1,35,27,87,High
1,0,9,3,10,10,186114,9,25,24,22,High
0,0,8,10,10,7,115537,2,12,58,88,High
1,0,2,4,4,5,86639,1,19,34,90,Low
0,1,8,6,2,5,172275,3,35,47,33,Medium
1,0,5,2,2,4,116898,9,13,21,36,Medium
0,0,10,8,2,1,190721,4,39,29,72,Low
1,1,8,1,8,9,47136,10,12,52,33,Low
1,1,5,9,2,2,34307,1,8,28,64,Low
0,0,1,9,1,1,147523,2,19,21,30,High
1,0,4,9,3,1,40427,1,3,55,25,Medium
1,0,6,7,1,2,180473,7,8,24,72,Medium
1,0,1,4,2,1,40241,5,18,56,82,Low
1,1,6,3,5,9,32142,6,19,48,88,Low
0,0,2,10,2,8,168931,3,10,48,9,Medium
0,1,10,5,8,9,114538,10,22,53,63,Medium
1,1,3,4,10,7,121349,1,36,42,1,Medium
1,0,8,7,2,4,161529,8,22,56,4,Low
1,0,10,6,9,6,47151,1,7,26,84,Low
1,1,4,2,10,9,43775,5,25,38,57,High
1,0,6,1,1,1,92887,5,14,47,31,Low
0,1,3,10,6,2,153360,5,33,51,44,Low
1,1,9,4,6,9,38226,2,8,54,70,High
0,1,2,6,7,2,68585,7,2,45,66,Low
1,0,6,3,4,9,164784,3,29,53,8,Medium
0,0,10,5,6,8,174388,7,12,47,88,Medium
1,0,7,4,5,7,124127,5,23,27,57,Medium
1,0,8,3,6,1,140911,2,37,28,65,High
1,1,6,1,9,4,56209,3,24,49,2,Low
0,0,7,7,2,8,82697,10,37,37,39,Low
0,1,1,10,6,9,85326,7,35,44,43,Medium
1,0,2,3,6,6,152586,6,8,27,63,Medium
0,0,8,6,8,4,150988,3,9,45,74,High
1,0,7,1,3,8,118758,10,21,50,92,Low
1,0,6,1,10,4,134078,7,9,50,49,Medium
0,1,9,10,8,7,78108,8,22,55,95,Medium
0,1,1,5,5,4,124421,1,22,53,59,High
0,1,6,6,8,2,83912,3,11,50,56,Low
0,0,2,5,6,4,135963,7,37,30,87,Low
0,1,7,6,9,1,143242,2,11,45,66,Low
1,1,4,8,3,10,169084,7,38,41,43,Low
1,0,5,3,6,8,168753,9,21,55,77,Medium
1,1,10,3,2,8,116155,6,39,42,91,Low
0,0,1,6,7,2,147081,2,5,31,3,Medium
0,0,8,6,9,6,108451,3,21,43,62,Low
1,0,2,4,2,5,52189,8,38,26,57,Low
1,0,5,5,4,2,115930,5,0,22,97,Medium
0,0,3,9,6,10,63190,4,17,31,45,Low
1,1,9,4,8,1,50048,8,26,37,83,Low
1,0,9,7,4,5,49084,6,13,56,90,Medium
0,1,6,5,8,9,141886,1,3,41,74,Medium
0,0,2,5,7,7,133996,2,38,44,10,Medium
1,0,1,4,1,7,63392,1,21,57,31,High
1,0,8,3,4,5,188582,6,12,35,95,Medium
1,0,3,2,7,1,30464,4,3,54,5,Medium
1,0,10,3,3,5,60067,4,31,36,96,Low
1,0,5,1,6,1,114442,9,26,55,34,Low
1,0,7,9,7,3,173388,1,22,51,28,High
0,0,9,9,1,4,175627,7,2,37,80,Medium
1,0,5,1,10,2,69458,5,29,25,77,Medium
0,1,8,10,1,5,62640,1,14,45,96,Medium
0,0,7,9,10,2,99842,6,27,57,79,Medium
0,0,9,6,6,8,189960,10,3,44,20,Medium
0,0,5,5,6,4,165807,6,37,51,47,Low
0,0,10,6,8,2,168477,3,20,32,55,Low
1,0,1,2,10,4,91318,2,10,22,34,Low
0,0,3,7,2,2,109452,6,31,41,87,High
1,1,4,8,4,4,38470,10,21,59,23,Medium
0,1,4,8,5,6,148453,1,16,23,96,High
1,1,6,3,6,5,153225,3,25,37,24,High
0,1,6,5,3,4,187911,2,17,53,68,Medium
1,0,3,9,2,8,134535,7,22,29,7,Medium
1,0,6,4,1,2,101416,8,17,32,71,High
1,0,10,1,7,10,100373,4,0,52,91,High
1,0,3,2,7,3,178909,5,34,40,28,High
1,0,2,3,2,7,68018,9,23,38,14,High
1,0,4,3,6,3,184563,10,13,24,64,High
1,0,5,4,8,1,150028,3,18,35,39,Low
1,0,8,2,2,2,42121,9,0,34,14,Low
1,0,6,2,3,10,37883,1,21,58,76,Low
1,0,4,3,5,5,98041,5,38,38,3,Medium
1,0,2,9,4,2,30236,9,7,55,17,High
0,1,4,6,3,6,171128,6,2,41,61,Low
0,0,10,6,5,4,115305,8,8,49,98,High
1,0,6,3,10,3,166629,7,33,42,25,Medium
0,0,3,5,9,3,105681,1,37,21,3,Low
0,0,5,5,8,4,107918,10,16,52,95,Low
0,0,2,10,8,2,80812,6,34,23,94,Medium
0,0,9,9,7,2,67363,5,38,49,42,Low
0,1,1,5,5,5,190359,7,23,32,36,Medium
0,0,4,5,8,2,139481,7,17,25,31,High
1,0,5,6,7,1,33430,8,27,32,77,Low
0,1,3,10,10,4,165226,1,20,53,52,Low
1,0,2,8,9,8,39874,2,23,41,32,Low
1,1,1,4,8,9,195045,8,19,36,26,High
0,0,8,5,3,8,184568,2,7,33,38,Medium
0,0,5,5,3,2,141630,3,38,26,42,High
0,1,2,10,10,1,75389,10,33,58,47,High
1,1,8,3,2,7,162658,1,28,43,80,High
1,0,1,2,10,8,151252,2,32,51,64,High
1,0,5,4,6,1,131884,4,11,49,40,Medium
1,0,10,8,6,3,43602,1,2,58,43,High
0,0,10,9,4,2,79672,5,2,59,9,High
0,1,1,7,9,1,197340,8,2,23,100,High
0,0,1,7,8,8,96170,1,34,31,43,Medium
1,0,2,9,1,7,138111,10,11,47,41,Medium
1,0,2,1,7,6,174368,10,34,43,2,Low
1,0,3,4,1,4,124274,4,19,26,100,Low
1,0,9,7,3,3,48761,2,6,27,98,High
1,0,10,9,2,6,174838,7,24,36,60,High
0,0,4,7,8,2,119007,5,28,56,34,Medium
1,0,1,2,6,6,64944,7,10,55,70,High
1,0,10,5,5,1,39572,10,8,28,15,Medium
0,1,4,5,2,10,96628,8,34,26,19,Medium
0,1,9,5,9,5,124402,4,5,37,48,Medium
0,0,10,5,1,9,123092,7,39,37,20,Low
1,0,7,3,5,5,189150,10,11,43,66,Low
1,0,8,6,2,7,151150,7,28,45,35,Low
0,0,2,10,7,10,80009,9,36,21,69,High
0,1,1,5,3,4,73860,9,9,30,86,High
1,0,7,8,9,6,144707,9,11,58,31,High
1,1,2,4,10,1,172003,7,19,58,12,Low
1,0,2,9,4,7,42945,1,15,21,49,Low
1,0,8,8,5,3,49784,4,23,57,77,High
1,0,2,3,4,2,72968,5,9,22,2,Medium
1,0,9,3,5,3,188071,1,16,29,72,High
0,1,6,7,8,10,57797,10,13,43,29,High
1,1,9,2,7,7,160553,7,26,33,16,Low
0,0,3,7,8,8,83337,8,0,55,72,High
1,1,4,3,3,10,65882,1,22,59,52,Medium
0,0,3,6,5,5,60593,9,18,36,7,Low
1,0,7,3,3,7,72938,9,25,31,36,Low
0,0,3,5,6,2,58602,5,37,41,73,Medium
1,1,9,4,7,6,146035,7,12,59,95,High
1,0,8,8,5,10,38777,3,0,30,52,Low
0,0,6,7,7,2,139402,6,31,56,10,High
1,0,9,2,6,4,72135,8,35,27,3,High
1,1,7,2,7,4,143396,6,10,40,36,High
1,0,1,3,10,10,87984,3,25,49,18,Medium
1,1,4,1,7,3,128177,3,35,51,30,Medium
0,0,9,5,1,1,196019,2,3,57,67,Medium
1,1,2,4,8,6,196548,2,28,39,10,High
0,0,6,6,4,3,140588,8,37,51,50,Low
1,1,5,4,2,3,65788,3,23,33,11,High
1,0,4,3,4,10,166423,9,3,36,67,Low
1,0,10,1,1,3,98797,1,2,40,35,Low
1,0,3,2,10,3,110724,3,23,31,45,Medium
1,0,4,3,8,10,120294,1,9,38,85,Low
0,1,8,5,9,3,189538,1,38,56,91,Medium
0,0,7,6,3,9,87803,7,36,31,80,Medium
0,1,8,7,9,4,90879,3,18,24,52,High
1,0,9,1,7,1,198288,1,29,24,51,Medium
0,0,1,6,5,4,159396,10,9,45,34,Low
0,0,2,10,4,1,175885,9,38,47,77,Medium
0,0,3,5,1,3,101043,3,8,42,50,High
1,0,10,4,1,8,161273,7,4,58,93,Medium
0,1,1,6,8,8,50433,1,8,36,48,Medium
1,0,6,7,5,3,103193,6,24,48,41,Medium
1,1,3,6,2,1,131005,4,0,28,8,High
1,0,4,1,3,9,90741,3,35,46,48,Medium
0,0,10,5,4,2,69887,3,16,28,60,High
0,1,1,5,3,1,168177,2,22,34,36,High
1,1,6,1,1,4,56064,7,10,54,43,Medium
1,0,3,2,3,9,123183,4,12,44,3,High
1,0,7,4,9,6,114630,7,37,46,3,High
0,1,6,5,3,9,166382,7,35,46,57,Medium
0,0,9,9,5,3,112557,7,12,48,9,Low
0,1,4,10,6,8,85284,1,18,38,73,Low
0,0,7,9,4,8,121655,6,24,27,38,High
0,1,4,8,3,6,110144,1,16,51,40,Medium
0,0,5,8,1,9,196591,3,22,36,63,Low
1,1,5,6,1,2,99074,10,25,43,78,Medium
1,0,8,3,1,2,182822,4,26,54,40,Low
1,0,7,3,9,2,149710,10,8,47,68,Medium
1,0,3,7,5,4,62388,9,37,40,5,Medium
1,0,10,1,6,7,195777,5,32,57,11,Medium
1,0,7,10,3,2,51982,1,36,22,89,Low
0,0,3,8,10,2,67803,1,23,46,63,High
0,0,7,7,7,2,55730,10,9,21,36,Low
1,1,2,7,9,10,37734,1,2,47,7,High
1,1,9,2,7,8,180409,7,29,49,35,High
1,0,10,2,3,8,94703,9,15,29,2,Low
1,1,1,4,5,10,56967,2,17,26,77,Low
1,1,1,3,10,10,159813,9,29,56,7,High
1,0,2,1,1,4,35860,9,15,54,52,High
0,1,9,7,6,9,77079,4,24,23,69,Medium
0,1,4,7,6,4,144814,6,8,44,37,Medium
0,0,9,8,1,6,74770,1,37,25,12,High
1,0,6,7,2,9,58206,7,18,29,48,High
0,0,10,7,10,7,175296,5,28,31,56,Low
1,0,9,3,4,5,142996,2,19,43,74,High
1,0,2,5,1,1,150613,10,15,33,79,Low
0,0,8,10,7,6,63202,5,4,51,71,Medium
1,0,5,1,1,8,105334,4,20,43,6,Low
1,0,6,5,9,4,46733,5,33,42,67,High
1,0,6,9,8,10,35068,8,3,55,32,Medium
1,0,1,2,1,7,63532,8,33,38,10,Medium
1,1,9,4,1,8,156318,4,11,59,27,High
1,0,10,3,1,10,138183,7,5,35,26,Medium
1,0,5,3,4,1,42331,5,24,38,17,Medium
1,0,2,3,4,8,71858,7,24,23,51,Medium
1,0,9,3,3,5,187129,9,37,50,13,Low
1,1,2,1,9,10,98236,5,31,52,5,High
0,1,2,7,7,2,52718,9,0,21,63,Medium
1,0,1,7,1,5,112285,3,10,24,22,Medium
1,0,1,9,8,7,108793,2,22,26,97,Low
0,0,8,8,9,1,121889,7,20,29,27,Medium
0,1,3,7,6,6,173860,10,3,32,42,High
1,0,7,3,2,5,103071,9,32,56,9,High
1,0,5,3,8,9,116373,7,11,39,55,High
1,1,9,6,7,7,55616,4,32,27,95,Low
0,0,8,9,2,2,99016,6,9,29,24,High
0,0,3,6,6,4,155138,10,7,36,100,Low
0,1,3,10,10,3,89990,5,18,50,23,High
1,0,1,2,3,5,161620,1,34,36,85,Low
0,0,9,9,9,4,191168,2,29,26,32,Low
1,0,9,8,7,2,72449,9,35,39,69,High
1,0,8,1,5,2,175585,9,34,30,26,High
1,0,5,4,7,5,95403,8,34,50,71,High
1,0,7,1,3,1,109312,9,30,27,44,Low
1,0,10,2,1,1,161082,8,24,53,52,High
1,0,2,7,10,2,97690,2,31,58,95,High
1,0,5,1,9,6,173309,9,12,41,84,Low
0,1,8,9,6,8,187673,9,3,20,19,High
1,1,8,2,3,5,138830,3,29,55,21,Medium
0,1,8,7,7,1,171523,1,23,31,88,Low
1,0,8,3,7,3,164145,1,23,34,60,Low
0,0,3,7,4,2,143823,10,13,20,9,Medium
1,1,10,1,6,3,83886,7,7,21,61,Medium
0,0,10,8,3,1,181774,1,15,48,68,High
0,0,5,9,5,6,57468,6,2,54,53,Low
1,0,1,5,9,1,76832,4,6,45,75,Medium
0,0,9,10,2,7,191478,2,31,25,63,High
1,0,2,3,5,5,84124,5,26,33,37,Medium
1,0,6,3,4,8,83056,5,28,47,25,High
0,0,5,10,2,3,109958,2,38,56,30,Medium
0,0,10,7,6,7,144615,3,7,47,77,Low
0,0,9,6,2,4,91578,1,38,35,59,Medium
1,1,4,4,9,6,135335,2,14,31,49,Low
0,1,5,7,3,8,88587,4,9,39,25,High
1,1,2,8,2,3,61668,7,26,53,79,Medium
0,0,4,8,10,2,175401,9,0,24,70,Medium
1,0,7,1,6,2,194918,1,32,54,38,Low
0,0,8,9,5,6,72808,1,0,20,40,Medium
1,0,8,4,1,5,88335,3,8,42,76,High
1,1,7,3,5,10,108636,9,8,32,5,Low
1,0,2,8,10,8,51766,1,6,20,9,Medium
0,1,10,9,3,7,129701,8,29,33,42,Low
1,0,9,3,7,3,197209,3,13,23,81,Medium
0,1,9,10,10,10,163487,4,4,22,18,High
1,0,6,2,7,6,31339,5,38,27,78,Low
1,1,1,7,2,6,123341,4,30,32,99,Medium
1,0,8,9,4,7,97580,2,31,40,87,Medium
1,0,4,3,9,1,88932,9,37,37,47,High
0,0,6,8,9,5,145234,10,28,27,10,Medium
0,1,8,10,10,9,65139,2,36,59,23,High
1,0,5,6,9,2,30300,2,2,32,36,Medium
1,0,1,1,7,9,41494,10,34,40,67,High
0,0,7,10,3,1,77561,6,34,48,55,Medium
1,0,1,3,1,4,118906,4,24,48,61,Low
0,1,10,10,7,1,196628,6,22,54,96,High
1,0,3,7,2,9,62167,8,9,23,69,Low
0,1,2,5,3,6,131625,2,8,22,44,High
1,1,9,8,9,5,56828,4,20,47,13,High
0,1,3,6,1,8,93604,2,0,39,63,Low
0,1,9,8,1,3,158449,2,8,41,86,Low
1,0,10,2,3,3,126806,1,22,52,62,High
0,0,10,10,8,7,89721,2,8,39,91,Low
0,0,1,6,9,8,189075,6,39,30,73,Medium
1,0,7,10,8,9,34955,7,8,25,67,Low
0,0,1,9,5,6,179633,9,26,27,6,High
0,0,10,7,8,3,91041,1,32,38,97,High
1,0,3,8,5,3,30240,9,0,51,66,High
0,0,7,10,7,9,128986,1,13,36,88,Low
1,0,7,2,10,7,191342,1,2,44,26,Medium
1,0,7,3,3,6,192956,5,34,20,69,High
1,0,6,6,8,4,36760,7,20,35,70,Low
1,0,8,1,7,8,72393,1,25,41,99,High
1,0,3,3,8,3,80797,9,28,28,20,High
1,0,3,2,8,4,178610,9,31,48,75,High
0,0,2,8,10,5,142709,3,30,47,49,High
0,0,4,10,8,7,147273,2,1,26,45,Medium
1,0,6,3,4,3,127031,7,1,23,18,High
0,0,10,6,8,9,164757,7,33,32,92,Low
1,1,10,4,10,5,106391,3,5,50,48,Medium
1,0,7,2,9,7,114747,5,20,42,40,High
0,0,3,9,8,3,155777,2,2,42,38,Medium
0,0,1,6,10,10,61095,9,37,33,33,High
0,0,3,6,5,3,134542,10,30,33,25,High
0,0,6,9,4,9,180713,7,1,32,82,High
0,0,5,9,2,4,139689,6,26,31,25,Medium
0,1,9,9,5,4,86663,3,3,57,43,Low
1,0,1,4,1,5,154351,9,34,57,88,Medium
1,1,7,2,2,8,80302,4,9,50,25,High
0,1,10,9,1,2,80265,5,27,24,47,Medium
0,1,8,6,10,7,157340,8,15,29,63,Medium
1,1,9,7,1,1,86495,1,37,57,41,Medium
1,1,2,9,6,3,155251,8,39,49,68,Low
1,0,4,1,1,6,39678,5,10,51,18,High
1,0,9,2,4,8,75934,8,33,48,18,Low
1,0,3,2,7,5,162229,2,1,24,56,High
0,0,10,9,7,10,83308,5,5,49,83,Medium
0,0,10,6,7,3,167159,10,27,59,76,Low
1,0,6,7,5,10,130245,8,28,47,20,Medium
1,0,6,7,9,3,46574,5,37,20,21,High
1,1,5,2,4,4,198308,7,4,29,25,High
1,0,4,5,3,9,31714,5,14,37,40,Low
0,0,9,8,5,1,147642,5,6,46,42,Medium
1,0,6,6,8,1,114404,5,14,58,55,Medium
0,0,5,10,1,9,87427,1,29,43,90,Low
0,0,8,10,5,9,90859,10,3,22,34,High
0,0,9,9,3,8,128944,1,19,32,79,Medium
0,1,4,9,5,5,78491,4,35,42,33,Medium
1,1,1,1,7,8,111170,7,24,43,95,Medium
1,0,4,1,9,5,185211,10,28,35,33,Medium
1,0,2,4,8,7,110265,7,28,46,37,High
0,0,10,8,6,8,122239,4,16,43,53,High
1,0,5,9,5,4,32754,4,36,30,60,Medium
1,0,10,8,5,3,132040,1,7,35,33,Low
0,0,5,10,7,10,61727,2,12,58,4,Medium
0,0,2,8,9,9,109671,8,3,56,27,High
0,1,9,8,4,5,188905,4,13,23,47,Medium
0,0,5,8,7,5,182027,8,10,55,33,Low
1,1,6,1,3,10,45830,9,15,54,48,Medium
0,0,2,6,10,3,183060,10,6,23,56,High
1,0,6,6,1,3,37969,5,28,43,38,Medium
0,0,1,6,9,8,147855,10,24,53,58,Medium
0,0,7,8,6,1,197389,7,16,26,73,Medium
0,0,3,6,3,1,147274,1,29,20,20,Low
1,0,3,1,10,6,38209,1,35,23,100,High
0,0,8,8,8,7,53110,9,25,55,91,Low
1,0,2,10,7,6,127412,5,12,40,66,Medium
0,1,2,10,1,5,163476,3,8,28,38,Low
1,0,5,5,5,5,154891,10,34,57,79,Low
1,1,9,4,8,10,63815,10,0,47,98,Medium
0,0,7,10,2,1,150430,7,35,59,96,Low
0,0,5,7,7,8,54779,2,27,39,26,High
1,0,4,2,9,8,74502,6,12,59,87,High
0,0,3,9,2,5,165818,5,28,20,76,Medium
0,1,10,7,6,9,196593,7,5,56,12,Low
1,1,1,4,7,1,188016,3,16,58,1,Medium
0,0,1,9,5,9,134290,5,33,57,31,High
1,0,6,2,6,2,164436,2,33,37,32,High
1,0,6,4,4,8,83089,9,23,24,93,Medium
1,1,9,1,10,9,57959,3,17,37,59,High
1,0,9,2,8,10,68105,4,26,23,20,High
1,0,6,2,2,7,99814,1,21,21,48,Medium
0,1,1,6,10,1,105027,8,27,53,70,Low
1,0,5,4,6,9,191023,6,6,36,19,High
1,0,5,2,9,6,42386,1,37,46,27,High
1,0,7,8,2,5,71334,5,27,24,17,Medium
1,0,6,2,8,9,63488,9,9,50,68,High
0,0,1,7,2,9,187530,8,9,25,16,High
1,0,8,1,1,7,74084,1,19,39,81,Low
1,1,9,2,7,7,175687,8,19,34,23,Low
1,1,9,9,8,7,151128,4,10,36,64,High
0,0,1,5,3,1,185108,8,21,49,46,High
1,0,2,3,5,6,52357,5,1,34,90,Low
0,0,2,8,9,8,191052,5,29,28,40,Low
1,0,5,4,3,1,126798,9,3,53,38,High
1,1,1,1,10,4,113401,7,36,46,22,High
1,0,1,2,7,7,174505,10,35,44,9,High
1,0,1,1,4,10,134505,9,8,58,44,Low
1,0,8,8,4,1,36468,8,24,39,7,Low
0,1,2,8,5,8,163097,10,19,24,37,Low
0,0,6,7,4,5,103101,6,7,36,15,Low
1,1,10,8,1,6,42364,5,23,49,56,Medium
1,0,10,1,2,6,137127,5,38,20,14,High
1,0,3,6,9,2,47564,3,14,34,65,Low
1,0,2,1,3,1,197700,6,10,40,38,Low
0,0,9,9,5,4,165034,6,10,58,69,High
1,0,7,9,8,3,137948,5,29,48,29,High
0,1,9,8,7,10,118633,6,23,54,76,Medium
1,1,3,3,4,6,90386,1,12,22,6,High
1,0,6,4,7,7,43093,8,30,50,15,Medium
1,1,9,1,10,6,149172,7,34,37,34,Medium
1,0,4,1,1,4,150540,9,3,57,61,High
0,1,5,8,9,1,130573,6,37,34,22,Low
0,1,9,9,3,3,125816,7,29,34,48,Low
1,0,10,1,8,1,139221,4,22,35,78,Low
1,0,9,3,6,7,110593,1,27,35,6,High
0,0,6,10,10,6,91720,2,10,50,9,High
1,0,5,1,5,3,133065,10,35,57,77,Medium
1,0,3,2,8,4,52506,8,0,36,97,High
1,1,7,3,1,2,117341,5,4,26,67,Medium
0,1,4,9,4,8,117958,6,19,30,4,High
1,0,5,1,10,6,154835,3,26,49,92,High
1,0,1,4,8,1,175349,8,17,51,13,Low
1,0,9,3,5,8,179339,3,25,59,23,Medium
1,0,6,1,2,3,62291,6,26,40,83,High
1,0,9,1,10,1,108525,5,20,32,83,Medium
1,0,6,1,1,6,137623,5,16,20,19,Medium
1,1,2,3,9,6,107844,10,35,22,66,Low
1,1,2,1,3,5,107520,1,14,57,79,High
0,0,9,8,10,2,121604,5,15,45,61,High
1,0,2,10,3,5,41133,3,35,34,75,High
0,1,9,7,5,3,141971,5,26,30,72,Medium
0,0,10,7,8,10,80999,5,33,20,95,High
1,0,3,4,2,1,91902,5,7,28,17,High
0,0,10,8,2,7,151695,5,26,20,11,Medium
1,0,10,8,1,9,166623,5,29,52,51,Low
1,0,4,3,3,5,31304,4,15,41,87,High
1,0,4,10,6,7,157615,2,9,24,86,Low
1,0,3,6,6,8,44150,9,37,59,75,Medium
1,0,9,3,7,8,109327,6,18,20,74,Medium
1,0,7,2,6,2,85783,1,18,48,38,High
1,0,8,6,8,9,39757,2,34,23,6,Low
1,0,2,2,6,10,155407,6,21,50,78,Low
0,0,7,9,4,10,133079,3,15,52,100,High
1,0,7,5,1,10,195806,3,15,49,26,High
0,0,8,10,3,10,155130,4,38,54,10,Low
1,0,9,3,7,6,77534,10,22,43,21,Medium
1,1,2,4,4,4,74473,7,37,26,51,Low
0,0,2,6,4,5,195845,5,16,25,68,Low
0,1,2,7,6,2,90229,1,35,53,60,Low
1,0,1,8,9,5,81976,7,15,40,85,Medium
1,1,7,4,4,8,78178,3,39,30,48,Low
1,1,5,4,3,7,75505,4,13,49,37,Medium
1,1,10,4,3,10,110225,4,9,55,90,Low
1,0,8,3,3,5,144717,9,6,52,47,High
0,0,10,9,1,6,136353,1,0,34,27,High
0,0,6,6,6,6,195093,9,35,38,43,Medium
0,0,4,8,9,10,164977,5,26,46,6,High
1,0,8,9,1,6,40720,4,31,39,3,Low
1,0,4,4,8,4,103573,7,21,36,2,High
1,1,8,5,10,9,84814,10,3,29,10,Low
1,0,6,2,8,7,44230,8,27,28,32,Low
1,0,5,5,2,8,134683,5,18,31,75,Medium
0,0,8,7,4,4,182260,9,5,57,5,Medium
1,0,8,2,1,8,127791,7,7,24,30,High
0,1,8,8,6,3,116789,9,20,41,59,High
0,0,7,5,3,1,177944,4,30,39,60,Low
1,0,9,7,8,2,176092,7,19,47,69,Medium
0,0,8,10,4,1,117308,7,20,27,69,Low
0,0,8,7,2,3,130797,2,7,48,34,Low
1,1,5,1,7,8,166925,7,18,38,37,Medium
1,1,10,10,5,10,58890,1,19,39,44,High
0,1,7,7,7,6,69139,3,5,22,72,High
0,1,2,7,10,4,185834,10,37,49,63,Low
1,1,1,6,10,10,46154,10,18,29,90,High
1,0,1,9,2,1,47576,9,34,32,13,Medium
0,1,5,6,1,10,146788,7,11,59,35,Medium
1,1,10,2,2,9,165653,3,22,21,100,High
0,0,7,6,5,1,69323,10,4,55,92,Low
1,0,8,4,6,4,30950,2,7,48,74,Low
1,0,1,4,3,2,125457,1,11,28,35,High
1,1,9,2,5,6,76421,7,35,39,49,Low
1,0,2,7,6,1,34384,4,29,27,19,High
0,0,8,8,7,10,125844,2,8,47,65,High
1,0,7,7,5,3,173050,5,6,44,11,High
1,1,3,7,4,6,31313,2,5,39,92,Low
0,0,4,6,5,10,167341,4,18,30,65,Low
0,0,8,10,6,9,174865,4,8,45,30,Medium
1,0,4,4,4,2,164414,7,8,41,52,Low
1,0,1,1,2,4,184562,6,26,39,47,Medium
1,0,7,6,7,6,61361,10,38,59,6,Low
0,0,4,6,7,9,192516,10,22,53,97,High
0,0,7,8,6,3,148276,9,9,55,22,High
0,0,4,10,7,6,54048,4,28,53,42,High
1,1,3,4,7,2,69146,7,39,35,93,High
1,0,10,1,7,7,170913,3,9,21,88,Low
1,0,2,9,8,10,49172,2,28,30,20,Low
1,0,6,1,5,9,177949,5,0,38,64,Low
0,0,6,9,3,1,195011,7,29,37,90,High
1,0,9,9,8,7,197921,9,15,36,37,Low
0,1,1,5,6,1,104548,10,20,36,9,High
1,0,7,4,1,5,176219,5,0,40,85,Low
1,1,1,2,2,8,77645,7,39,44,42,High
